date,TRX_PAXG_USDM_MONTHLY_25PCT_EACH
2025-04-01 00:00:00+00:00,-0.0038589234008880036
2025-04-02 00:00:00+00:00,0.0005655985339634295
2025-04-03 00:00:00+00:00,-0.000509439651437571
2025-04-04 00:00:00+00:00,-0.004855385553006686
2025-04-05 00:00:00+00:00,-0.0007413947585456215
2025-04-06 00:00:00+00:00,-0.012941639158396856
2025-04-07 00:00:00+00:00,-0.0015411325094266681
2025-04-08 00:00:00+00:00,0.001706596355537826
2025-04-09 00:00:00+00:00,0.016736712430829526
2025-04-10 00:00:00+00:00,0.00654305970554292
2025-04-11 00:00:00+00:00,0.010944268277615299
2025-04-12 00:00:00+00:00,0.0012625845556593074
2025-04-13 00:00:00+00:00,0.009392426965307177
2025-04-14 00:00:00+00:00,-0.003410496022729026
2025-04-15 00:00:00+00:00,0.0006513387576085883
2025-04-16 00:00:00+00:00,0.00528731335071253
2025-04-17 00:00:00+00:00,-0.0020887777708002986
2025-04-18 00:00:00+00:00,-0.00754011735558624
2025-04-19 00:00:00+00:00,0.004220748683947839
2025-04-20 00:00:00+00:00,0.001132785381944501
2025-04-21 00:00:00+00:00,0.010047199135456264
2025-04-22 00:00:00+00:00,-0.006773082469198832
2025-04-23 00:00:00+00:00,-0.003065444600102496
2025-04-24 00:00:00+00:00,0.0014084346158083072
2025-04-25 00:00:00+00:00,-0.0077881095061036465
2025-04-26 00:00:00+00:00,0.010590966323964945
2025-04-27 00:00:00+00:00,-0.00743226275128428
2025-04-28 00:00:00+00:00,0.005635427744910437
2025-04-29 00:00:00+00:00,-0.006446609606993503
2025-04-30 00:00:00+00:00,-0.00010027507024623628
2025-05-01 00:00:00+00:00,-0.0043800412312110515
2025-05-02 00:00:00+00:00,0.003595046970053639
2025-05-03 00:00:00+00:00,-0.002202445524693064
2025-05-04 00:00:00+00:00,0.0020453269747133795
2025-05-05 00:00:00+00:00,0.007390705782772677
2025-05-06 00:00:00+00:00,0.002298638089315075
2025-05-07 00:00:00+00:00,0.0009052415858425977
2025-05-08 00:00:00+00:00,0.0039299265569814334
2025-05-09 00:00:00+00:00,0.003919549616584916
2025-05-10 00:00:00+00:00,0.005154418577902442
2025-05-11 00:00:00+00:00,-0.003551005365295845
2025-05-12 00:00:00+00:00,0.0027002501120261257
2025-05-13 00:00:00+00:00,9.393061350548848e-05
2025-05-14 00:00:00+00:00,-0.001068960950023845
2025-05-15 00:00:00+00:00,0.0021145766336898575
2025-05-16 00:00:00+00:00,-0.0038488716664315525
2025-05-17 00:00:00+00:00,-0.001667756207084814
2025-05-18 00:00:00+00:00,-0.00017228917351319595
2025-05-19 00:00:00+00:00,-0.002044321804393401
2025-05-20 00:00:00+00:00,0.007405652573315047
2025-05-21 00:00:00+00:00,0.00041844432316384683
2025-05-22 00:00:00+00:00,0.006431200483742572
2025-05-23 00:00:00+00:00,-0.003305671491132145
2025-05-24 00:00:00+00:00,0.0013638711186556574
2025-05-25 00:00:00+00:00,0.0008237990615924673
2025-05-26 00:00:00+00:00,0.002469576512103222
2025-05-27 00:00:00+00:00,0.0015224825608879389
2025-05-28 00:00:00+00:00,-0.00789448123864045
2025-05-29 00:00:00+00:00,0.004721173825066094
2025-05-30 00:00:00+00:00,-0.00931728204392912
2025-05-31 00:00:00+00:00,-0.001858625275336534
2025-06-01 00:00:00+00:00,0.006643642610899336
2025-06-02 00:00:00+00:00,0.0037976652044759973
2025-06-03 00:00:00+00:00,-0.0006479953448584874
2025-06-04 00:00:00+00:00,0.005264450727497039
2025-06-05 00:00:00+00:00,0.006233460262565105
2025-06-06 00:00:00+00:00,-0.007036798231908614
2025-06-07 00:00:00+00:00,0.008233223184657579
2025-06-08 00:00:00+00:00,-0.004066498269078123
