date,TRX_PAXG_MONTHLY_25PCT_EACH,TRX_PAXG_BUY_HOLD_25PCT_EACH,BTC_PAXG_MONTHLY_25PCT_EACH,ETH_PAXG_MONTHLY_25PCT_EACH,TRX_PAXG_INV_VOL360_MONTHLY_GROSS0P5,BTC_PAXG_INV_VOL360_MONTHLY_GROSS0P5
2022-01-01 00:00:00+00:00,0.0028794885729244157,0.0028794885729244157,0.006904704383954741,0.004837133599363996,-0.00014719297111631668,0.0015077585534903903
2022-01-02 00:00:00+00:00,0.0030976917122662595,0.0030976917122662595,-0.002611483311931506,0.003968265992243314,0.00022563612230364072,-0.0011959253767123146
2022-01-03 00:00:00+00:00,-0.005392726760507838,-0.005392726760507838,-0.00803995453266304,-0.007704696110851339,-0.006725665541433168,-0.007385119151079866
2022-01-04 00:00:00+00:00,-0.002653277915070751,-0.002653277915070751,-0.0022370132391515973,0.0023908569327775187,0.0011656512138757957,0.0008016223750120233
2022-01-05 00:00:00+00:00,-0.016069360966424973,-0.016069360966424973,-0.013074355171092678,-0.016679404762471317,-0.0036156127733069088,-0.004286723783704316
2022-01-06 00:00:00+00:00,-0.0028348124693068355,-0.0028348124693068355,-0.004665480961626556,-0.011828623960557838,-0.004709069185460213,-0.00503670399131384
2022-01-07 00:00:00+00:00,-0.008564382168919416,-0.008564382168919416,-0.007270540103186396,-0.013339252842673566,-5.1051697763981885e-05,-0.0007420395705863836
2022-01-08 00:00:00+00:00,-0.010569863299010884,-0.010569863299010884,-0.0003512970856535125,-0.009339046520812855,-0.0037175659193150468,-0.0014376905514379423
2022-01-09 00:00:00+00:00,0.002341544256556638,0.002341544256556638,0.0008901609629385909,0.004917294443634201,0.0002640809726301985,8.503266101489437e-05
2022-01-10 00:00:00+00:00,-0.008266620879231579,-0.008266620879231579,0.0007472466788356336,-0.0039183429262417135,-0.0001780725477927847,0.0015622026074926243
2022-01-11 00:00:00+00:00,0.0078036652702113685,0.0078036652702113685,0.0075693423768672385,0.013744592834418645,0.005531756971311141,0.005757282534249342
2022-01-12 00:00:00+00:00,0.01233061563663762,0.01233061563663762,0.008011037980809821,0.010783152904741744,0.004922112068898921,0.004557409041303417
2022-01-13 00:00:00+00:00,-0.007442565660861544,-0.007442565660861544,-0.008460354343800991,-0.010188802538432906,-0.0032693162311829838,-0.004132439966979762
2022-01-14 00:00:00+00:00,0.004967976784802763,0.004967976784802763,0.002762227348978241,0.004688672397209492,0.0010232683687525501,0.0008546814460654861
2022-01-15 00:00:00+00:00,0.0027651370636141426,0.0027651370636141426,0.00027287910113771296,0.0014405785994691112,0.000788513103029187,0.00027311710902910846
2022-01-16 00:00:00+00:00,0.004824159431341624,0.004824159431341624,-0.0002083448328459303,0.001313876306011874,0.0007829770023841665,-0.00025305953040866136
2022-01-17 00:00:00+00:00,0.0027262032736343755,0.0027262032736343755,-0.005349546555028173,-0.010116227009737577,-0.0002984104775095586,-0.002412547195554504
2022-01-18 00:00:00+00:00,-0.008064650930245998,-0.008064650930245998,0.0008337959318587274,-0.0035059119931203364,-0.0016827619038373154,0.0002577332176934011
2022-01-19 00:00:00+00:00,0.005839820137655272,0.005839820137655272,-0.00034570411836876147,-0.0018181086086591636,0.006631111228702968,0.0046162301965151364
2022-01-20 00:00:00+00:00,-0.004941353746915622,-0.004941353746915622,-0.005561206578685196,-0.005981257915140259,-0.0012390479179754665,-0.0018995675633441955
2022-01-21 00:00:00+00:00,-0.023190770723082177,-0.023190770723082177,-0.024006423152054368,-0.03126937589349632,-0.005433401871656529,-0.007926328397498517
2022-01-22 00:00:00+00:00,-0.015004085238348064,-0.015004085238348064,-0.00812599496713895,-0.011753635559303754,-0.003475129313396552,-0.0028311269429698305
2022-01-23 00:00:00+00:00,0.003123695764999823,0.003123695764999823,0.007327517792941274,0.010024904666082524,0.0014962282610728739,0.0029605208855427723
2022-01-24 00:00:00+00:00,-0.007939791078694025,-0.007939791078694025,0.00309345277382711,-0.006602754986843706,-0.0005071186052842958,0.001881747549897561
2022-01-25 00:00:00+00:00,0.0037854175130624945,0.0037854175130624945,0.0025565207989362015,0.00233849613411663,0.002058283590792742,0.001908625454324131
2022-01-26 00:00:00+00:00,-0.0022086560167802194,-0.0022086560167802194,-0.004135222534175642,-0.003098708761371194,-0.005430030271947328,-0.005599674345980743
2022-01-27 00:00:00+00:00,-0.0023198688374940213,-0.0023198688374940213,-0.0013029981476243568,-0.006289502234628319,-0.005480961114780691,-0.004769639704227058
2022-01-28 00:00:00+00:00,0.0019400004169920493,0.0019400004169920493,0.001307620341324478,0.007066427382523388,-0.002461473254722457,-0.002088288065753674
2022-01-29 00:00:00+00:00,0.009966618086670875,0.009966618086670875,0.0027109850519888568,0.004330577788520085,0.002230212834597456,0.0010169287301389218
